Source,Target,Weight
中国航空技术深圳有限公司,王文霞,1
中国航空技术深圳有限公司,王倩倩,1
中国航空技术深圳有限公司,陈斌,1
中国航空技术深圳有限公司,黄斌,1
中国泛海控股集团有限公司,黄木顺,1
中国证券金融股份有限公司,黄木顺,1
黄木顺,中央汇金资产管理有限责任公司,1
中国北方工业有限公司,王文霞,1
中国北方工业有限公司,靳晓齐,1
中国北方工业有限公司,李弟勇,1
中国北方工业有限公司,张玉芬,1
中国北方工业有限公司,叶纪明,1
中国北方工业有限公司,刘海波,1
林正刚,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,1
广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,李岳雄,1
广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,代妙琼,1
广发证券资管-平安银行-广发恒定21号常山股份定向增发集合资产管理计划,严道平,1
广发信德投资管理有限公司,严道平,1
中国服装集团有限公司,冯炎根,1
中国服装集团有限公司,史连明,1
中国服装集团有限公司,梁红,1
中国服装集团有限公司,张雪花,1
中国服装集团有限公司,朱虎根,1
中国服装集团有限公司,钮卫东,1
中国服装集团有限公司,唐云良,1
香港中央结算有限公司,黄健,1
香港中央结算有限公司,栗建伟,1
香港中央结算有限公司,袁利群,1
中国证券金融股份有限公司,黄健,1
中国证券金融股份有限公司,栗建伟,1
中国证券金融股份有限公司,袁利群,1
黄健,中央汇金资产管理有限责任公司,1
中央汇金资产管理有限责任公司,栗建伟,1
中央汇金资产管理有限责任公司,袁利群,1
中国证券金融股份有限公司,周春花,1
中国证券金融股份有限公司,冯伟潮,1
中央汇金资产管理有限责任公司,周春花,1
中央汇金资产管理有限责任公司,冯伟潮,1
周春花,香港中央结算有限公司,1
冯伟潮,香港中央结算有限公司,1
林镇奎,中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,1
程子春,中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,1
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,张金锥,1
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,黄俊林,1
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,黄宝红,1
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,陈育健,1
全国社保基金六零四组合,许建妹,1
全国社保基金六零四组合,吕平,1
中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,许建妹,1
中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,吕平,1
许建妹,中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,1
中国工商银行股份有限公司企业年金计划-中国建设银行股份有限公司,吕平,1
阳海辉,中国证券金融股份有限公司,1
中国证券金融股份有限公司,张沐城,1
中国证券金融股份有限公司,王芳芳,1
张沐城,中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,1
张沐城,中央汇金资产管理有限责任公司,1
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,王芳芳,1
中央汇金资产管理有限责任公司,王芳芳,1
中央汇金资产管理有限责任公司,赵四利,1
中央汇金资产管理有限责任公司,袁建良,1
中央汇金资产管理有限责任公司,林影,1
中央汇金资产管理有限责任公司,俞雄华,1
中央汇金资产管理有限责任公司,王延峰,1
中央汇金资产管理有限责任公司,黄红旌,1
冯梧初,中国农业银行股份有限公司-金元顺安丰利债券型证券投资基金,1
冯梧初,中国农业银行股份有限公司-景顺长城能源基建混合型证券投资基金,1
葛卫东,香港中央结算有限公司,1
刘荣赠,香港中央结算有限公司,1
香港中央结算有限公司,章志坚,1
香港中央结算有限公司,刘述林,1
香港中央结算有限公司,张毅,1
香港中央结算有限公司,李姗,1
王怡心,中国证券金融股份有限公司,1
王久芳,中国证券金融股份有限公司,1
中国证券金融股份有限公司,宫和霞,1
中国证券金融股份有限公司,林京钢,1
中国证券金融股份有限公司,汪静,1
中国证券金融股份有限公司,蒋赛华,1
中国民生银行股份有限公司,黄秀丽,1
中国民生银行股份有限公司,姚真明,1
中国民生银行股份有限公司,姚央毛,1
中国光大银行股份有限公司武汉分行,黄秀丽,1
中国光大银行股份有限公司武汉分行,姚真明,1
中国光大银行股份有限公司武汉分行,姚央毛,1
中国外运长航集团有限公司,黄秀丽,1
中国外运长航集团有限公司,姚真明,1
中国外运长航集团有限公司,姚央毛,1
全国社保基金一零二组合,利来金,1
全国社保基金一零二组合,郑烘,1
全国社保基金一零二组合,陈彤宇,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,利来金,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,郑烘,1
中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,陈彤宇,1
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,利来金,1
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,郑烘,1
中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金,陈彤宇,1
利来金,中国建设银行股份有限公司-景顺长城量化小盘股票型证券投资基金,1
中国建设银行股份有限公司-景顺长城量化小盘股票型证券投资基金,郑烘,1
