Source,Target,Weight
上海祥禾泓安股权投资合伙企业(有限合伙),王曦,1
上海祥禾泓安股权投资合伙企业(有限合伙),王鹏,1
上海祥禾泓安股权投资合伙企业(有限合伙),王婷婷,1
上海泓成股权投资合伙企业(有限合伙),刘江,1
上海泓成股权投资合伙企业(有限合伙),徐志新,1
上海泓成股权投资合伙企业(有限合伙),李金钟,1
上海泓成股权投资合伙企业(有限合伙),王永军,1
上海泓成股权投资合伙企业(有限合伙),王曦,1
上海泓成股权投资合伙企业(有限合伙),王鹏,1
上海泓成股权投资合伙企业(有限合伙),王婷婷,1
苏州赛普成长投资管理有限公司,冯正功,1
苏州赛普成长投资管理有限公司,张谨,1
苏州赛普成长投资管理有限公司,邹金新,1
苏州赛普成长投资管理有限公司,徐海英,1
苏州赛普成长投资管理有限公司,陆学君,1
冯正功,苏州广电传媒集团有限公司,1
冯正功,中衡设计集团股份有限公司回购专用证券账户,1
冯正功,苏州汇方同达信息科技有限公司,1
冯正功,苏州市历史文化名城发展集团创业投资有限公司,1
张谨,苏州广电传媒集团有限公司,1
张谨,中衡设计集团股份有限公司回购专用证券账户,1
张谨,苏州汇方同达信息科技有限公司,1
张谨,苏州市历史文化名城发展集团创业投资有限公司,1
苏州广电传媒集团有限公司,邹金新,1
苏州广电传媒集团有限公司,徐海英,1
苏州广电传媒集团有限公司,陆学君,1
中衡设计集团股份有限公司回购专用证券账户,邹金新,1
中衡设计集团股份有限公司回购专用证券账户,徐海英,1
中衡设计集团股份有限公司回购专用证券账户,陆学君,1
邹金新,苏州汇方同达信息科技有限公司,1
邹金新,苏州市历史文化名城发展集团创业投资有限公司,1
徐海英,苏州汇方同达信息科技有限公司,1
徐海英,苏州市历史文化名城发展集团创业投资有限公司,1
苏州汇方同达信息科技有限公司,陆学君,1
苏州市历史文化名城发展集团创业投资有限公司,陆学君,1
苏州正和投资有限公司,武雪元,1
苏州正和投资有限公司,叶晓明,1
苏州正和投资有限公司,倪凤生,1
通泰(香港)有限公司,武雪元,1
通泰(香港)有限公司,叶晓明,1
通泰(香港)有限公司,倪凤生,1
苏州纽威阀门股份有限公司-第一期员工持股计划,武雪元,1
苏州纽威阀门股份有限公司-第一期员工持股计划,叶晓明,1
苏州纽威阀门股份有限公司-第一期员工持股计划,倪凤生,1
陈志山,平潭上润创业投资合伙企业(有限合伙),1
平潭上润创业投资合伙企业(有限合伙),骆洪宇,1
平潭上润创业投资合伙企业(有限合伙),黄晓栋,1
平潭上润创业投资合伙企业(有限合伙),骆瑞堂,1
平潭上润创业投资合伙企业(有限合伙),王焕连,1
平潭上润创业投资合伙企业(有限合伙),刘小建,1
平潭上润创业投资合伙企业(有限合伙),张和平,1
平潭上润创业投资合伙企业(有限合伙),杨勇,1
平潭上润创业投资合伙企业(有限合伙),邱荣健,1
云南云内动力集团有限公司,邓永安,1
云南云内动力集团有限公司,陈琳,1
云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划,邓永安,1
云南国际信托有限公司-云南信托·大西部丝绸之路2号集合资金信托计划,陈琳,1
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划,邓永安,1
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划,陈琳,1
安徽中安资本投资基金有限公司,邓永安,1
安徽中安资本投资基金有限公司,陈琳,1
国信证券股份有限公司,邓永安,1
国信证券股份有限公司,陈琳,1
兴业财富资产-兴业银行-上海兴瀚资产管理有限公司,邓永安,1
兴业财富资产-兴业银行-上海兴瀚资产管理有限公司,陈琳,1
浙江中捷环洲供应链集团股份有限公司,蔡开坚,1
浙江中捷环洲供应链集团股份有限公司,张菊芬,1
浙江中捷环洲供应链集团股份有限公司,卢建胜,1
浙江中捷环洲供应链集团股份有限公司,付丽华,1
浙江中捷环洲供应链集团股份有限公司,王雪琳,1
浙江中捷环洲供应链集团股份有限公司,林晓红,1
浙江中捷环洲供应链集团股份有限公司,赵胤杰,1
浙江中捷环洲供应链集团股份有限公司,黄政,1
宁波沅熙股权投资合伙企业(有限合伙),蔡开坚,1
宁波沅熙股权投资合伙企业(有限合伙),张菊芬,1
宁波沅熙股权投资合伙企业(有限合伙),卢建胜,1
宁波沅熙股权投资合伙企业(有限合伙),付丽华,1
宁波沅熙股权投资合伙企业(有限合伙),王雪琳,1
宁波沅熙股权投资合伙企业(有限合伙),林晓红,1
宁波沅熙股权投资合伙企业(有限合伙),赵胤杰,1
宁波沅熙股权投资合伙企业(有限合伙),黄政,1
上海大众公用事业(集团)股份有限公司,余欢,1
上海大众公用事业(集团)股份有限公司,吴海洋,1
上海大众公用事业(集团)股份有限公司,刘伟,1
严建文,中信投资控股有限公司,1
严建文,合肥市建设投资控股(集团)有限公司,1
严建文,天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划,1
严建文,长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划,1
严建文,泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划,1
中信投资控股有限公司,段启掌,1
中信投资控股有限公司,姜滨,1
中信投资控股有限公司,肖铁罗,1
中信投资控股有限公司,程卫生,1
合肥市建设投资控股(集团)有限公司,段启掌,1
合肥市建设投资控股(集团)有限公司,姜滨,1
合肥市建设投资控股(集团)有限公司,肖铁罗,1
合肥市建设投资控股(集团)有限公司,程卫生,1
天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划,段启掌,1
天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划,姜滨,1
